Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
228.568,4184.78,849.101,µm,Spot,Position,1,104981,
238.844,4206.29,853.575,µm,Spot,Position,1,104982,
279.664,4197.96,860.493,µm,Spot,Position,1,104983,
277.371,4173.77,864.373,µm,Spot,Position,1,104984,
339.624,-3281.86,881.415,µm,Spot,Position,1,104985,
583.96,-3268.16,917.752,µm,Spot,Position,1,104989,
724.415,-3340.84,929.297,µm,Spot,Position,1,104992,
750.357,-3268.18,930.119,µm,Spot,Position,1,104993,
817.034,-3336.66,888.539,µm,Spot,Position,1,104994,
878.58,-3251.02,886.337,µm,Spot,Position,1,104995,
870.144,-3238.16,907.788,µm,Spot,Position,1,104997,
905.285,-3268.27,924.389,µm,Spot,Position,1,104998,
1011.06,-3256.08,913.91,µm,Spot,Position,1,105004,
1005.23,-3259.38,958.792,µm,Spot,Position,1,105009,
2593.24,-3249.82,885.069,µm,Spot,Position,1,105010,
2593.08,-3217.23,885.985,µm,Spot,Position,1,105011,
2546.91,-3217.81,912.553,µm,Spot,Position,1,105013,
2531.86,-3242.41,919.009,µm,Spot,Position,1,105015,
2661.36,-3220.85,916.899,µm,Spot,Position,1,105016,
2614.58,-3221.59,935.091,µm,Spot,Position,1,105017,
2604.17,-3245.9,940.112,µm,Spot,Position,1,105018,
2783.13,-3230.54,882.903,µm,Spot,Position,1,105019,
2671.02,-3253.52,917.361,µm,Spot,Position,1,105021,
2709.41,-3216.23,918.865,µm,Spot,Position,1,105022,
2741.78,-3239.64,933.709,µm,Spot,Position,1,105023,
2689.49,-3219.6,951.786,µm,Spot,Position,1,105024,
839.426,-3211.36,926.554,µm,Spot,Position,1,105026,
1190.06,-3190.01,883.124,µm,Spot,Position,1,105028,
1239.11,-3135.84,881.227,µm,Spot,Position,1,105029,
1205.44,-3177.63,883.437,µm,Spot,Position,1,105030,
1227.58,-3123.78,885.519,µm,Spot,Position,1,105031,
1247.5,-3072.28,886.677,µm,Spot,Position,1,105032,
1201.42,-3098.66,936.389,µm,Spot,Position,1,105033,
1222.04,-3078.97,936.817,µm,Spot,Position,1,105034,
1226.13,-3149.58,945.092,µm,Spot,Position,1,105035,
1358.69,-3100.81,882.668,µm,Spot,Position,1,105040,
1375.1,-3162.76,891.24,µm,Spot,Position,1,105041,
1297.82,-3169.66,897.223,µm,Spot,Position,1,105043,
1275,-3185.44,904.828,µm,Spot,Position,1,105044,
1330.2,-3149.05,928.926,µm,Spot,Position,1,105046,
1372.21,-3145.98,943.283,µm,Spot,Position,1,105049,
1287.98,-3129.84,956.454,µm,Spot,Position,1,105050,
2667.31,-3177.36,878.57,µm,Spot,Position,1,105052,
2626.09,-3177.82,902.298,µm,Spot,Position,1,105053,
2567.42,-3138.45,920.941,µm,Spot,Position,1,105054,
2574.48,-3204.92,949.417,µm,Spot,Position,1,105057,
2667.9,-3180.03,956.516,µm,Spot,Position,1,105058,
2774.15,-3196.44,875.898,µm,Spot,Position,1,105059,
2802.57,-3166.87,891.113,µm,Spot,Position,1,105061,
2733.39,-3171.58,920.294,µm,Spot,Position,1,105062,
2670.52,-3176.51,929.514,µm,Spot,Position,1,105063,
3132.86,-3161.94,903.382,µm,Spot,Position,1,105064,
520.166,-2980.62,899.324,µm,Spot,Position,1,105065,
486.476,-2951.29,918.353,µm,Spot,Position,1,105066,
717.991,-3056.82,900.074,µm,Spot,Position,1,105068,
642.122,-3053.3,940.641,µm,Spot,Position,1,105069,
1236.42,-2972.24,877.086,µm,Spot,Position,1,105070,
1187.55,-2978.31,885.954,µm,Spot,Position,1,105072,
1228.8,-3054.18,898.371,µm,Spot,Position,1,105074,
1207.72,-2979.96,896.603,µm,Spot,Position,1,105075,
1203.09,-3024.29,918.479,µm,Spot,Position,1,105078,
1136.05,-3024.83,937.434,µm,Spot,Position,1,105080,
1177.39,-2969.25,941.866,µm,Spot,Position,1,105082,
1186.39,-3030.18,951.498,µm,Spot,Position,1,105083,
1212.52,-2980.86,951.289,µm,Spot,Position,1,105084,
1349.63,-3040.01,875.492,µm,Spot,Position,1,105085,
1331.51,-3024.23,875.244,µm,Spot,Position,1,105086,
1306.73,-3011.29,875.943,µm,Spot,Position,1,105087,
1320.28,-3035.84,891.148,µm,Spot,Position,1,105089,
1343.55,-2976.39,889.659,µm,Spot,Position,1,105090,
1345.55,-2931.66,891.412,µm,Spot,Position,1,105091,
1354.37,-3031.76,942.349,µm,Spot,Position,1,105094,
1369.37,-3052.22,948.69,µm,Spot,Position,1,105096,
1311.2,-3021.86,948.888,µm,Spot,Position,1,105097,
1339.06,-2930.76,951.414,µm,Spot,Position,1,105098,
1274.97,-2978.24,959.456,µm,Spot,Position,1,105100,
1459.98,-2997.29,879.746,µm,Spot,Position,1,105101,
1413.1,-3010.14,916.644,µm,Spot,Position,1,105103,
430.088,-2816.98,882.89,µm,Spot,Position,1,105104,
550.752,-2798.65,938.314,µm,Spot,Position,1,105108,
633.137,-2840.87,872.661,µm,Spot,Position,1,105109,
1215.68,-2757.34,951,µm,Spot,Position,1,105113,
1295.45,-2894.83,931.772,µm,Spot,Position,1,105114,
1419.58,-2883.53,920.138,µm,Spot,Position,1,105115,
2020.45,-2748.03,946.985,µm,Spot,Position,1,105116,
2041.56,-2792.6,942.532,µm,Spot,Position,1,105117,
2747.7,-2796.94,872.814,µm,Spot,Position,1,105122,
2797.46,-2824.26,878.862,µm,Spot,Position,1,105123,
2914.35,-2758.52,884.925,µm,Spot,Position,1,105124,
458.228,-2626.25,893.782,µm,Spot,Position,1,105125,
449.615,-2703.18,918.346,µm,Spot,Position,1,105126,
509.31,-2615.68,884.609,µm,Spot,Position,1,105128,
623.987,-2603.89,883.949,µm,Spot,Position,1,105129,
600.101,-2717.19,908.574,µm,Spot,Position,1,105131,
564.925,-2611.38,909.505,µm,Spot,Position,1,105132,
599.888,-2728.51,914.19,µm,Spot,Position,1,105133,
606.073,-2604.84,916.317,µm,Spot,Position,1,105134,
665.576,-2632.89,873.6,µm,Spot,Position,1,105136,
715.263,-2650.32,878.044,µm,Spot,Position,1,105137,
682.479,-2641.35,892.231,µm,Spot,Position,1,105138,
674.029,-2625.97,926.346,µm,Spot,Position,1,105140,
655.653,-2651.06,933.167,µm,Spot,Position,1,105141,
682.248,-2589.02,957.1,µm,Spot,Position,1,105142,
863.344,-2602.24,910.693,µm,Spot,Position,1,105143,
1230.02,-2589.21,887.91,µm,Spot,Position,1,105144,
1209.32,-2728.91,889.163,µm,Spot,Position,1,105145,
1193.91,-2593.3,907.235,µm,Spot,Position,1,105146,
1236.54,-2627.78,925.939,µm,Spot,Position,1,105147,
1204.64,-2636.23,930.566,µm,Spot,Position,1,105149,
1235.65,-2674.66,942.026,µm,Spot,Position,1,105150,
1138.05,-2667.56,957.539,µm,Spot,Position,1,105151,
1218.9,-2596.44,954.681,µm,Spot,Position,1,105152,
1191.41,-2590.76,957.927,µm,Spot,Position,1,105153,
1269.5,-2738.61,883.507,µm,Spot,Position,1,105154,
1275.08,-2609.35,938.311,µm,Spot,Position,1,105155,
1359.84,-2605.63,957.533,µm,Spot,Position,1,105156,
2657.13,-2625.44,921.106,µm,Spot,Position,1,105157,
2691.65,-2659.69,909.824,µm,Spot,Position,1,105158,
2676.26,-2668.13,914.181,µm,Spot,Position,1,105159,
3068.75,-2645.59,884.93,µm,Spot,Position,1,105161,
3364.65,-2640.89,901.155,µm,Spot,Position,1,105162,
452.404,-2578.29,874.73,µm,Spot,Position,1,105163,
457.85,-2569.98,912.125,µm,Spot,Position,1,105164,
407.72,-2535.65,939.487,µm,Spot,Position,1,105165,
506.501,-2517.99,887.792,µm,Spot,Position,1,105166,
490.898,-2543.49,910.485,µm,Spot,Position,1,105168,
552.379,-2483.72,908.672,µm,Spot,Position,1,105169,
623.086,-2571.6,910.985,µm,Spot,Position,1,105170,
491.065,-2570.53,915.73,µm,Spot,Position,1,105171,
604.971,-2536.48,912.737,µm,Spot,Position,1,105172,
575.693,-2539.8,917.397,µm,Spot,Position,1,105173,
530.918,-2517.62,918.226,µm,Spot,Position,1,105174,
660.722,-2558.04,875.471,µm,Spot,Position,1,105178,
706.946,-2533.45,875.399,µm,Spot,Position,1,105179,
653.998,-2484.17,885.494,µm,Spot,Position,1,105180,
687.217,-2477.62,898.201,µm,Spot,Position,1,105181,
727.884,-2538.93,902.576,µm,Spot,Position,1,105182,
686.775,-2518.14,908.527,µm,Spot,Position,1,105184,
709.08,-2573.11,912.401,µm,Spot,Position,1,105185,
743.228,-2545.25,910.876,µm,Spot,Position,1,105186,
637.913,-2502.64,919.25,µm,Spot,Position,1,105187,
728.922,-2497.96,930.849,µm,Spot,Position,1,105189,
697.669,-2472.96,930.139,µm,Spot,Position,1,105190,
748.643,-2504.94,933.054,µm,Spot,Position,1,105191,
713.796,-2574.82,939.934,µm,Spot,Position,1,105192,
781.005,-2460.11,942.104,µm,Spot,Position,1,105193,
756.202,-2443.02,950.06,µm,Spot,Position,1,105194,
845.987,-2535.9,880.284,µm,Spot,Position,1,105195,
842.645,-2578.33,884.057,µm,Spot,Position,1,105196,
922.385,-2532.95,890.216,µm,Spot,Position,1,105197,
850.05,-2565.38,898.812,µm,Spot,Position,1,105198,
870.206,-2502.35,908.621,µm,Spot,Position,1,105199,
886.189,-2452.63,921.164,µm,Spot,Position,1,105200,
940.577,-2561.44,923.371,µm,Spot,Position,1,105201,
920.933,-2455.67,924.724,µm,Spot,Position,1,105202,
885.287,-2532.35,929.143,µm,Spot,Position,1,105203,
866.054,-2467.8,941.398,µm,Spot,Position,1,105204,
896.764,-2479.77,944.111,µm,Spot,Position,1,105205,
896.363,-2534.24,952.076,µm,Spot,Position,1,105206,
968.725,-2552.52,877.049,µm,Spot,Position,1,105207,
1036,-2489.98,875.909,µm,Spot,Position,1,105208,
991.19,-2531.98,885.097,µm,Spot,Position,1,105209,
999.921,-2498.49,883.949,µm,Spot,Position,1,105210,
947.89,-2507.54,893.642,µm,Spot,Position,1,105211,
1062.64,-2468.2,906.839,µm,Spot,Position,1,105212,
1002.28,-2448.79,907.008,µm,Spot,Position,1,105213,
1079.5,-2489.31,918.965,µm,Spot,Position,1,105214,
959.791,-2467.93,921.004,µm,Spot,Position,1,105215,
1028.64,-2439.71,930.376,µm,Spot,Position,1,105216,
1073.61,-2434.88,939.639,µm,Spot,Position,1,105217,
1221.4,-2482.49,873.481,µm,Spot,Position,1,105218,
1214.4,-2560.24,879.428,µm,Spot,Position,1,105219,
1129.18,-2500.75,885.811,µm,Spot,Position,1,105220,
1230.87,-2506.51,894.749,µm,Spot,Position,1,105221,
1193.68,-2488.33,905.014,µm,Spot,Position,1,105222,
1234.61,-2478.95,901.615,µm,Spot,Position,1,105223,
1134.35,-2450.57,907.07,µm,Spot,Position,1,105224,
1216,-2450.73,908.468,µm,Spot,Position,1,105225,
1220.99,-2547.44,932.984,µm,Spot,Position,1,105226,
1244.26,-2493.54,934.34,µm,Spot,Position,1,105227,
1143.11,-2471.19,936.374,µm,Spot,Position,1,105228,
1243.38,-2515.71,947.298,µm,Spot,Position,1,105229,
1264.88,-2559.86,901.678,µm,Spot,Position,1,105230,
1257.33,-2533.46,946.025,µm,Spot,Position,1,105231,
1927.13,-2449.31,916.164,µm,Spot,Position,1,105232,
685.943,-2430.85,915.137,µm,Spot,Position,1,105233,
763.144,-2420.88,933.089,µm,Spot,Position,1,105234,
918.913,-2278.24,948.73,µm,Spot,Position,1,105235,
1106.39,-2405.54,935.704,µm,Spot,Position,1,105236,
1155.52,-2430.41,939.007,µm,Spot,Position,1,105237,
1926.28,-2381.28,904.809,µm,Spot,Position,1,105238,
1949.69,-2416.06,909.453,µm,Spot,Position,1,105239,
1963.31,-2326.38,930.738,µm,Spot,Position,1,105240,
1948.88,-2373.06,941.442,µm,Spot,Position,1,105241,
1962.61,-2424.29,946.723,µm,Spot,Position,1,105242,
2035.93,-2349.41,947.672,µm,Spot,Position,1,105243,
1978.08,-2363.99,952.463,µm,Spot,Position,1,105244,
1944.97,-2417.17,958.021,µm,Spot,Position,1,105245,
915.141,-2257.93,936.907,µm,Spot,Position,1,105248,
2005.63,-2263.05,947.202,µm,Spot,Position,1,105249,
2541.54,-2258.66,950.818,µm,Spot,Position,1,105250,
2519.97,-2237.66,953.589,µm,Spot,Position,1,105251,
615.393,-1680.83,886.899,µm,Spot,Position,1,105257,
580.416,-1658.78,884.107,µm,Spot,Position,1,105258,
618.051,-1712.89,893.371,µm,Spot,Position,1,105259,
610.139,-1750.7,902.524,µm,Spot,Position,1,105260,
641.749,-1679.31,917.512,µm,Spot,Position,1,105261,
642.386,-1650.76,932.287,µm,Spot,Position,1,105262,
666.835,-1708.39,945.032,µm,Spot,Position,1,105263,
678.88,-1675.42,952.039,µm,Spot,Position,1,105264,
1779.38,-1668.13,916.472,µm,Spot,Position,1,105265,
1807.04,-1647.63,921.688,µm,Spot,Position,1,105266,
645.139,-1554.44,895.048,µm,Spot,Position,1,105267,
653.454,-1617.97,914.227,µm,Spot,Position,1,105269,
656.617,-1619.04,935.66,µm,Spot,Position,1,105270,
672.212,-1631.5,941.219,µm,Spot,Position,1,105271,
671.126,-1617.41,952.467,µm,Spot,Position,1,105272,
694.043,-1609.27,953.156,µm,Spot,Position,1,105273,
1318.18,-1409.37,872.631,µm,Spot,Position,1,105274,
1307.94,-1460.08,882.329,µm,Spot,Position,1,105275,
1365.53,-1461.57,896.398,µm,Spot,Position,1,105276,
1366.8,-1360.44,901.444,µm,Spot,Position,1,105277,
1387.69,-1472.57,905.436,µm,Spot,Position,1,105278,
1258.84,-1481.05,933.973,µm,Spot,Position,1,105279,
1522.1,-1393.42,872.727,µm,Spot,Position,1,105280,
1424.34,-1446.39,902.949,µm,Spot,Position,1,105281,
1437.67,-1460.34,906.491,µm,Spot,Position,1,105282,
1655.84,-1414.98,893.643,µm,Spot,Position,1,105283,
1268.22,-1186.28,915.786,µm,Spot,Position,1,105284,
1280.94,-1184.57,917.008,µm,Spot,Position,1,105285,
1351.94,-1179.27,959.409,µm,Spot,Position,1,105286,
1468.11,-1208.23,884.505,µm,Spot,Position,1,105287,
1541.79,-1183.84,933.539,µm,Spot,Position,1,105288,
403.467,-1122.52,890.774,µm,Spot,Position,1,105290,
405.553,-1047.54,906.949,µm,Spot,Position,1,105291,
495.538,-1068.48,879.795,µm,Spot,Position,1,105292,
426.609,-919.214,874.237,µm,Spot,Position,1,105294,
469.133,-901.679,889.147,µm,Spot,Position,1,105295,
450.611,-866.562,896.156,µm,Spot,Position,1,105296,
1301.19,-968.82,888.12,µm,Spot,Position,1,105297,
1327.24,-984.034,893.366,µm,Spot,Position,1,105298,
1316.28,-953.933,900.474,µm,Spot,Position,1,105299,
1490.36,-761.175,888.294,µm,Spot,Position,1,105300,
1969.17,-710.639,898.541,µm,Spot,Position,1,105301,
2005.88,-744.189,912.024,µm,Spot,Position,1,105302,
1999.32,-717.03,920.823,µm,Spot,Position,1,105303,
1941.31,-734.222,922.611,µm,Spot,Position,1,105304,
2037.25,-738.51,927.069,µm,Spot,Position,1,105305,
1906.65,-792.027,954.24,µm,Spot,Position,1,105306,
1987.19,-716.893,957.565,µm,Spot,Position,1,105307,
2052.28,-717.422,914.779,µm,Spot,Position,1,105309,
1385.36,-605.863,881.47,µm,Spot,Position,1,105311,
1399.85,-646.255,886.448,µm,Spot,Position,1,105312,
1377.93,-640.429,895.031,µm,Spot,Position,1,105313,
1377.25,-628.508,904.623,µm,Spot,Position,1,105314,
1393.2,-677.568,907.025,µm,Spot,Position,1,105315,
1451.46,-674.42,879.306,µm,Spot,Position,1,105316,
1469.66,-651.664,891.004,µm,Spot,Position,1,105317,
1865.38,-664.684,903.504,µm,Spot,Position,1,105318,
1831.56,-656.737,909.646,µm,Spot,Position,1,105319,
1880.72,-565.938,913.504,µm,Spot,Position,1,105320,
1875.63,-704.897,919.111,µm,Spot,Position,1,105321,
1879.76,-588.617,931.382,µm,Spot,Position,1,105322,
1804.3,-560.09,930.477,µm,Spot,Position,1,105323,
1863.02,-586.763,956.067,µm,Spot,Position,1,105324,
1935.39,-552.542,876.955,µm,Spot,Position,1,105325,
2015.68,-567.535,882.468,µm,Spot,Position,1,105327,
1988.29,-669.197,886.481,µm,Spot,Position,1,105329,
1930.51,-655.804,883.371,µm,Spot,Position,1,105330,
1929.99,-603.686,885.077,µm,Spot,Position,1,105331,
1885.26,-599.471,888.047,µm,Spot,Position,1,105332,
1980.69,-583.113,894.949,µm,Spot,Position,1,105333,
1996.36,-648.602,907.012,µm,Spot,Position,1,105335,
1947,-646.918,910.197,µm,Spot,Position,1,105336,
1913.48,-573.801,908.896,µm,Spot,Position,1,105337,
1980.76,-682.197,918.551,µm,Spot,Position,1,105338,
1996.98,-604.514,916.666,µm,Spot,Position,1,105339,
2036.35,-559.553,916.302,µm,Spot,Position,1,105340,
1934.01,-600.885,923.816,µm,Spot,Position,1,105341,
1938.67,-562.532,921.748,µm,Spot,Position,1,105342,
1903.92,-637.825,929.612,µm,Spot,Position,1,105343,
2019.5,-677.09,933.496,µm,Spot,Position,1,105344,
1949.73,-632.517,938.898,µm,Spot,Position,1,105345,
1966.83,-602.405,942.869,µm,Spot,Position,1,105346,
2019.45,-583.769,940.468,µm,Spot,Position,1,105347,
2008.77,-570.8,939.095,µm,Spot,Position,1,105348,
1961.01,-564.01,941.597,µm,Spot,Position,1,105349,
1998.82,-646.163,952.678,µm,Spot,Position,1,105351,
2013.23,-650.325,958.663,µm,Spot,Position,1,105352,
2098.14,-548.584,892.547,µm,Spot,Position,1,105353,
2047.5,-615.236,900.805,µm,Spot,Position,1,105354,
2096.47,-603.712,906.038,µm,Spot,Position,1,105355,
2048.98,-650.513,927.554,µm,Spot,Position,1,105356,
2076.32,-573.635,935.305,µm,Spot,Position,1,105357,
2100.15,-651.68,945.713,µm,Spot,Position,1,105358,
2053.11,-624.278,946.758,µm,Spot,Position,1,105359,
1869.26,-520.862,933.486,µm,Spot,Position,1,105360,
1880.36,-504.692,935.782,µm,Spot,Position,1,105361,
1923.34,-530.977,885.035,µm,Spot,Position,1,105362,
1915.66,-476.16,886.994,µm,Spot,Position,1,105363,
2015.88,-532.293,892.242,µm,Spot,Position,1,105364,
1964.55,-526.695,889.458,µm,Spot,Position,1,105365,
1948.87,-490.831,915.3,µm,Spot,Position,1,105366,
2008.12,-511.942,917.138,µm,Spot,Position,1,105367,
1917.46,-509.203,919.89,µm,Spot,Position,1,105368,
1901.3,-541.784,924.72,µm,Spot,Position,1,105369,
1957.6,-531.812,925.853,µm,Spot,Position,1,105370,
1995.18,-485.814,925.79,µm,Spot,Position,1,105371,
1893,-484.791,935.227,µm,Spot,Position,1,105372,
1968.83,-506.903,943.389,µm,Spot,Position,1,105373,
1931.05,-535.206,952.252,µm,Spot,Position,1,105374,
2008.66,-487.513,957.295,µm,Spot,Position,1,105375,
1647.96,61.5037,875.394,µm,Spot,Position,1,105376,
1491.31,237.296,895.386,µm,Spot,Position,1,105379,
2072.07,307.417,900.364,µm,Spot,Position,1,105380,
1619.95,605.996,880.992,µm,Spot,Position,1,105381,
1683.92,651.089,884.15,µm,Spot,Position,1,105382,
1619.46,600.43,897.184,µm,Spot,Position,1,105383,
1695.63,678.848,928.26,µm,Spot,Position,1,105384,
1064.07,814.816,912.976,µm,Spot,Position,1,105386,
1566.09,723.846,903.125,µm,Spot,Position,1,105387,
1563.68,732.039,927.891,µm,Spot,Position,1,105388,
-719.762,1014.2,882.26,µm,Spot,Position,1,105389,
-726.989,996.836,883.904,µm,Spot,Position,1,105390,
-656.445,1015.86,939.776,µm,Spot,Position,1,105392,
1290.92,1019.37,886.693,µm,Spot,Position,1,105394,
1383.71,1020.56,902.819,µm,Spot,Position,1,105395,
1498.06,1003.03,873.197,µm,Spot,Position,1,105396,
1491.51,1004.21,891.316,µm,Spot,Position,1,105398,
1449.09,902.017,901.601,µm,Spot,Position,1,105399,
1472.11,949.965,902.572,µm,Spot,Position,1,105400,
1528.2,989.024,920.024,µm,Spot,Position,1,105402,
1505.42,1019.21,922.973,µm,Spot,Position,1,105403,
1470.2,974.313,933.305,µm,Spot,Position,1,105404,
1586.05,997.942,917.812,µm,Spot,Position,1,105405,
1643.51,1002.2,918.404,µm,Spot,Position,1,105406,
-846.7,1105.44,897.414,µm,Spot,Position,1,105407,
-836.571,1071.38,924.294,µm,Spot,Position,1,105409,
-808.019,1080.52,933.118,µm,Spot,Position,1,105410,
-806.826,1148.46,933.781,µm,Spot,Position,1,105411,
-737.253,1041.92,877.182,µm,Spot,Position,1,105412,
-759.044,1140.36,883.851,µm,Spot,Position,1,105413,
-731.892,1097.55,904.137,µm,Spot,Position,1,105414,
-679.784,1101.24,943.6,µm,Spot,Position,1,105417,
-695.455,1026.22,950.347,µm,Spot,Position,1,105418,
625.014,1172.2,906.246,µm,Spot,Position,1,105420,
1205.92,1136.98,872.778,µm,Spot,Position,1,105421,
1243.14,1134.38,893.608,µm,Spot,Position,1,105422,
1190.39,1156.63,914.752,µm,Spot,Position,1,105423,
1254.34,1171.56,918.416,µm,Spot,Position,1,105424,
1164.03,1148.02,958.313,µm,Spot,Position,1,105425,
1238.44,1166.95,955.221,µm,Spot,Position,1,105426,
1288.18,1065.1,875.936,µm,Spot,Position,1,105427,
1320.92,1137.93,873.611,µm,Spot,Position,1,105428,
1291.22,1119.26,880.027,µm,Spot,Position,1,105429,
1351.82,1047.88,883.837,µm,Spot,Position,1,105430,
1315.52,1074.26,885.921,µm,Spot,Position,1,105431,
1360.06,1096.93,903.825,µm,Spot,Position,1,105432,
1263.8,1133.37,903.63,µm,Spot,Position,1,105433,
1277.16,1166.77,903.983,µm,Spot,Position,1,105434,
1333.04,1124.85,910.332,µm,Spot,Position,1,105435,
1394.75,1059.31,913.181,µm,Spot,Position,1,105436,
1389.73,1105.55,915.684,µm,Spot,Position,1,105437,
1352.95,1141.91,912.929,µm,Spot,Position,1,105438,
1307.29,1123.96,918.225,µm,Spot,Position,1,105439,
1382.05,1162.6,925.024,µm,Spot,Position,1,105440,
1284.11,1117.78,935.803,µm,Spot,Position,1,105441,
1283.22,1106.44,939.494,µm,Spot,Position,1,105442,
1285.78,1170.39,938.642,µm,Spot,Position,1,105443,
1372.16,1165.52,956.22,µm,Spot,Position,1,105444,
1480.95,1119.67,877.42,µm,Spot,Position,1,105445,
1515.61,1046.48,878.958,µm,Spot,Position,1,105446,
1455.47,1090.06,880.231,µm,Spot,Position,1,105447,
1528.74,1113.38,878.512,µm,Spot,Position,1,105448,
1440.31,1132.65,878.073,µm,Spot,Position,1,105449,
1413.24,1152.27,887.111,µm,Spot,Position,1,105450,
1474.11,1158.51,893.373,µm,Spot,Position,1,105451,
1563.81,1057.09,899.038,µm,Spot,Position,1,105452,
1564.52,1166.45,897.149,µm,Spot,Position,1,105453,
1453.92,1029.03,902.265,µm,Spot,Position,1,105454,
1478.32,1100.72,900.039,µm,Spot,Position,1,105455,
1565.19,1106.15,902.522,µm,Spot,Position,1,105456,
1442.78,1059.75,915.783,µm,Spot,Position,1,105457,
1428.92,1103.85,915,µm,Spot,Position,1,105458,
1548.13,1133.4,912.645,µm,Spot,Position,1,105459,
1536.27,1155.02,914.147,µm,Spot,Position,1,105460,
1510.49,1096.89,920.601,µm,Spot,Position,1,105461,
1504.85,1136.4,920.945,µm,Spot,Position,1,105462,
1465.96,1042.16,928.972,µm,Spot,Position,1,105463,
1566.85,1149.29,930.159,µm,Spot,Position,1,105464,
1414.47,1151.23,937.543,µm,Spot,Position,1,105465,
1468.09,1080.88,940.459,µm,Spot,Position,1,105466,
1568.62,1047.23,944.155,µm,Spot,Position,1,105467,
1459.89,1113.19,948.305,µm,Spot,Position,1,105468,
1449.41,1112.77,950.657,µm,Spot,Position,1,105469,
1534.05,1043.13,955.737,µm,Spot,Position,1,105470,
1554.8,1080,956.787,µm,Spot,Position,1,105471,
1680.21,1119.66,876.889,µm,Spot,Position,1,105472,
1641.28,1028.38,879.287,µm,Spot,Position,1,105473,
1635.47,1174.35,891.992,µm,Spot,Position,1,105474,
1652.62,1083.73,910.525,µm,Spot,Position,1,105475,
1631.85,1172,911.906,µm,Spot,Position,1,105476,
1648.95,1171.41,910.607,µm,Spot,Position,1,105477,
1645.91,1106.51,920.191,µm,Spot,Position,1,105478,
1594.12,1078.15,925.551,µm,Spot,Position,1,105479,
1573.55,1119.82,946.998,µm,Spot,Position,1,105480,
1630.92,1136.32,947.566,µm,Spot,Position,1,105481,
1375.98,1254.09,876.543,µm,Spot,Position,1,105484,
1372.47,1262.77,886.784,µm,Spot,Position,1,105485,
1344.95,1219.18,896.122,µm,Spot,Position,1,105486,
1409.26,1253.52,898.19,µm,Spot,Position,1,105487,
1393.01,1332.13,901.821,µm,Spot,Position,1,105488,
1367.57,1278.71,911.411,µm,Spot,Position,1,105489,
1370.15,1313.32,920.244,µm,Spot,Position,1,105490,
1286.69,1287.19,924.226,µm,Spot,Position,1,105491,
1353.84,1239.36,930.035,µm,Spot,Position,1,105492,
1402.28,1221.4,939.879,µm,Spot,Position,1,105493,
1550.17,1182.34,877.524,µm,Spot,Position,1,105494,
1426.65,1183.52,876.128,µm,Spot,Position,1,105495,
1422.37,1285.52,875.894,µm,Spot,Position,1,105496,
1466.37,1328.86,888.107,µm,Spot,Position,1,105497,
1516.08,1219.44,894.992,µm,Spot,Position,1,105499,
1412.61,1225.3,895.071,µm,Spot,Position,1,105500,
1482.46,1260.92,894.766,µm,Spot,Position,1,105501,
1508.68,1194.51,906.841,µm,Spot,Position,1,105502,
1459.46,1212.53,906.273,µm,Spot,Position,1,105503,
1529.75,1266.15,908.969,µm,Spot,Position,1,105504,
1453.95,1217.67,923.909,µm,Spot,Position,1,105505,
1438.87,1281.28,923.593,µm,Spot,Position,1,105506,
1526.31,1211.21,941.627,µm,Spot,Position,1,105508,
1436.68,1228.33,938.199,µm,Spot,Position,1,105509,
1428.29,1267.64,940.132,µm,Spot,Position,1,105510,
1495.64,1200.41,958.052,µm,Spot,Position,1,105511,
1587.42,1184.13,892.768,µm,Spot,Position,1,105512,
1665.55,1227.79,891.045,µm,Spot,Position,1,105513,
1635.33,1253.52,898.114,µm,Spot,Position,1,105514,
1607.3,1196.09,906.57,µm,Spot,Position,1,105515,
1661.54,1188.21,914.472,µm,Spot,Position,1,105516,
1585.75,1244.53,925.289,µm,Spot,Position,1,105517,
1637.69,1318.86,947.827,µm,Spot,Position,1,105518,
1859.07,1265.37,881.997,µm,Spot,Position,1,105519,
228.815,1445.55,896.116,µm,Spot,Position,1,105520,
902.379,1436.23,906.41,µm,Spot,Position,1,105521,
1048.16,1438.08,875.477,µm,Spot,Position,1,105522,
1078.14,1474.33,875.215,µm,Spot,Position,1,105523,
1027.72,1396.9,884.851,µm,Spot,Position,1,105524,
965.738,1490.14,886.054,µm,Spot,Position,1,105525,
990.713,1439.7,892.441,µm,Spot,Position,1,105526,
1025.24,1472.73,906.067,µm,Spot,Position,1,105527,
978.419,1484.34,931.214,µm,Spot,Position,1,105528,
951.602,1382.2,939.921,µm,Spot,Position,1,105529,
975.913,1438.78,943.984,µm,Spot,Position,1,105530,
1061.45,1481.96,944.424,µm,Spot,Position,1,105531,
1360.86,1370.58,887.176,µm,Spot,Position,1,105532,
1424.2,1359.76,885.442,µm,Spot,Position,1,105533,
1445.12,1335.3,890.176,µm,Spot,Position,1,105534,
1501.03,1351.8,902.599,µm,Spot,Position,1,105535,
1472.1,1378.01,910.912,µm,Spot,Position,1,105536,
1413.12,1381.15,912.137,µm,Spot,Position,1,105537,
1497.56,1383.08,912.16,µm,Spot,Position,1,105538,
1504.21,1353.9,940.317,µm,Spot,Position,1,105539,
1630.89,1344,943.603,µm,Spot,Position,1,105540,
